Doctor,Speciality,Hospital
Virend Somers,Cardiologist,MayoClinic
Sushilkumar (Sushil) Sonavane,No Data,MayoClinic
Mohamad (Bassam) B. Sonbol,"Oncologist, Hematologist / Oncologist",MayoClinic
Richa Sood,Internist,MayoClinic
Dan Sorajja,"Internist, Cardiologist, Cardiac Electrophysiologist",MayoClinic
Eric J. Sorenson,Neurologist,MayoClinic
Mark J. Spangehl,Orthopedic Surgeon,MayoClinic
Ulrich Specks,"Internist, Pulmonologist",MayoClinic
Leigh L. Speicher,"Aerospace Medicine Specialist, Internist",MayoClinic
Lisa J. Speiser,Infectious Disease Specialist,MayoClinic
Luke S. Spencer Gardner,Orthopedic Surgeon,MayoClinic
Philip J. Spencer,"Transplant Surgeon, Cardiovascular Surgeon",MayoClinic
John W. Sperling,Orthopedic Surgeon,MayoClinic
Robert J. Spinner,"Orthopedic Surgeon, Neurosurgeon",MayoClinic
Lisa Z. Sproat,"Hematologist, Oncologist",MayoClinic
Juraj Sprung,Anesthesiologist,MayoClinic
Jacqueline D. Squire,Allergist-Immunologist,MayoClinic
Ray W. Squires,No Data,MayoClinic
Meera Sridharan,No Data,MayoClinic
Komandoor Srivathsan,"Cardiologist, Cardiac Electrophysiologist",MayoClinic
Jesse St Clair,Emergency Medicine Physician,MayoClinic
Erik K. St. Louis,"Pulmonologist, Neurophysiologist, Neurologist",MayoClinic
Jeffrey P. Staab,Psychiatrist,MayoClinic
Nathan P. Staff,Neurologist,MayoClinic
Scott L. Stafford,Radiation Oncologist,MayoClinic
Gina M. Stalboerger,No Data,MayoClinic
Greta C. Stamper,No Data,MayoClinic
Beatriz G. Stamps,Gynecologist,MayoClinic
Daniela L. Stan,Internist,MayoClinic
Marius N. Stan,Endocrinologist,MayoClinic
Rupert O. Stanborough,Radiologist,MayoClinic
Fernando Stancampiano,Internist,MayoClinic
Jessica A. Stanich,Emergency Medicine Physician,MayoClinic
Anthony A. Stans,Orthopedic Surgeon,MayoClinic
Melissa L. Stanton,Pathologist,MayoClinic
Mark E. Stark,"Internist, Gastroenterologist",MayoClinic
Amaal J. Starling,Neurologist,MayoClinic
Patrick P. Starlinger,"Transplant Surgeon, Surgical Oncologist, Colon and Rectal Surgeon, Hepatobiliary and Pancreas Surgeon",MayoClinic
Jason S. Starr,Hematologist / Oncologist,MayoClinic
Matthew (Matt) R. Starr,Ophthalmologist,MayoClinic
John A. Stauffer,"Surgical Oncologist, Hepatobiliary and Pancreas Surgeon",MayoClinic
Joshua D. Stearns,Anesthesiologist,MayoClinic
Mark D. Stegall,General Surgeon,MayoClinic
David E. Steidley,Cardiologist,MayoClinic
Dana B. Steien,No Data,MayoClinic
Lawrence W. Steinkraus,Aerospace Medicine Specialist,MayoClinic
Paul E. Stensrud,Anesthesiologist,MayoClinic
Jan Stepanek,"Aerospace Medicine Specialist, Internist",MayoClinic
Daniel Stephens,"General Surgeon, Acute Care Surgeon",MayoClinic
Elizabeth H. Stephens,Cardiovascular Surgeon,MayoClinic
Michael C. Stephens,Pediatric Gastroenterologist,MayoClinic
Christopher (Chris) R. Stephenson,Internist,MayoClinic
Karen L. Stern,Urologist,MayoClinic
Raymond (Ray) C. Stetson,"Neonatologist, Pediatrician",MayoClinic
Elizabeth (Ebbie) A. Stewart,"Gynecologist, Reproductive Endocrinologist",MayoClinic
James H. Stewart,No Data,MayoClinic
Michael W. Stewart,Ophthalmologist,MayoClinic
Thomas M. Stewart,No Data,MayoClinic
Julie A. Stierwalt,"Speech-Language Pathologist, Neurologic Communicative Disorder Specialist",MayoClinic
Bess C. Stillman,No Data,MayoClinic
Ashley A. Stillwell,No Data,MayoClinic
Bradley (Brad) J. Stish,Radiation Oncologist,MayoClinic
Derek W. Stitt,Neurologist,MayoClinic
Thomas A. Stoa,Emergency Medicine Physician,MayoClinic
Luca Stocchi,"Colon and Rectal Surgeon, General Surgeon",MayoClinic
Abigail L. Stockham,No Data,MayoClinic
Andrew H. Stockland,Radiologist,MayoClinic
Alexander (Alex) D. Stoker,No Data,MayoClinic
Joshua (Josh) B. Stoker,Radiation Oncology Medical Physicist,MayoClinic
Janalee K. Stokken,Otolaryngologist,MayoClinic
Jeffrey A. Stone,Radiologist,MayoClinic
William M. Stone,"Surgeon, Vascular Surgeon",MayoClinic
Cynthia M. Stonnington,Psychiatrist,MayoClinic
Andrew C. Storm,Therapeutic Endoscopist,MayoClinic
Justin T. Stowell,Radiologist,MayoClinic
Veljko Strajina,"Acute Care Surgeon, General Surgeon",MayoClinic
Jacob J. Strand,"Internist, Palliative Care Specialist",MayoClinic
Natalie H. Strand,No Data,MayoClinic
Stacy L. Stratmann Egan,No Data,MayoClinic
Nikki H. Stricker,Psychologist,MayoClinic
Robert J. Stroebel,Internist,MayoClinic
Michael J. Stuart,"Orthopedic Surgeon, Sports Medicine Specialist",MayoClinic
Chee-Chee H. Stucky,"Endocrine Surgeon, Surgical Oncologist",MayoClinic
John M. Stulak,Cardiovascular Surgeon,MayoClinic
Glenn M. Sturchio,Health Physicist,MayoClinic
Charles D. Sturgis,Pathologist,MayoClinic
Laura Suarez Pardo,Psychiatrist,MayoClinic
Diego A. Suarez,Internist,MayoClinic
Arun Subramanian,"Clinical Informaticist, Anesthesiologist",MayoClinic
Annie Suh,No Data,MayoClinic
Gina A. Suh,No Data,MayoClinic
Pranathi R. Sundaragiri,Internist,MayoClinic
Karna K. Sundsted,Internist,MayoClinic
Kharmene L. Sunga,Emergency Medicine Physician,MayoClinic
Bruce Sutor,Psychiatrist,MayoClinic
Anna Svatikova,Cardiologist,MayoClinic
Hans P. Sviggum,Anesthesiologist,MayoClinic
Sundararaman (Swami) Swaminathan,Nephrologist,MayoClinic
David L. Swanson,"Dermatologist, Internist",MayoClinic
Karen L. Swanson,"Critical Care Specialist, Internist, Pulmonologist",MayoClinic
Kristin R. Swanson,No Data,MayoClinic
Leah A. Swanson,"Dermatologist, Dermatopathologist",MayoClinic
Scott K. Swanson,Urologist,MayoClinic
Ronald G. Swee,Radiologist,MayoClinic
John P. Sweeney,Interventional Cardiologist,MayoClinic
Seth R. Sweetser,"Internist, Gastroenterologist",MayoClinic
Stephen J. Swensen,Radiologist,MayoClinic
Melanie D. Swift,"Occupational Medicine Specialist, Internist",MayoClinic
Cosima C. Swintak,Psychiatrist,MayoClinic
Dora Syin,No Data,MayoClinic
Anne-Marie G. Sykes,Radiologist,MayoClinic
Lawrence A. Szarka,Gastroenterologist,MayoClinic
Jason H. Szostek,Internist,MayoClinic
Matthew D. Sztajnkrycer,Emergency Medicine Physician,MayoClinic
Linda M. Szymanski,No Data,MayoClinic
Theodore Szymanski,Emergency Medicine Physician,MayoClinic
Nathaniel W. Taggart,"Pediatric Cardiologist, Cardiologist",MayoClinic
Deena A. Tajfirouz,Neurologist,MayoClinic
Tahir Tak,Cardiologist,MayoClinic
Edwin A. Takahashi,Radiologist,MayoClinic
Naoki Takahashi,Radiologist,MayoClinic
Paul Y. Takahashi,"Internist, Geriatrician",MayoClinic
Sandra J. Taler,"Nephrologist, Internist",MayoClinic
Jayant A. Talwalkar,Transplant Hepatologist,MayoClinic
Nelly Tan,No Data,MayoClinic
Winston Tan,"Hematologist, Oncologist",MayoClinic
Aaron J. Tande,"Internist, Infectious Disease Specialist",MayoClinic
Yasmeen K. Tandon,Radiologist,MayoClinic
Veena Taneja,No Data,MayoClinic
C. Burcin Taner,General Surgeon,MayoClinic
Nilufer Taner,Neurologist,MayoClinic
Timucin Taner,General Surgeon,MayoClinic
Eric G. Tangalos,"Internist, Geriatrician",MayoClinic
Chun Tao,Psychologist,MayoClinic
Shengzhen Tao,Medical Physicist,MayoClinic
Luis F. Tapias Vargas,Thoracic Surgeon,MayoClinic
Kendall K. Tasche,Otolaryngologist,MayoClinic
Yasemin S. Tashman,Neurologist,MayoClinic
William Tatum,Neurologist,MayoClinic
Michael J. Taunton,Orthopedic Surgeon,MayoClinic
Rabih G. Tawk,Neurosurgeon,MayoClinic
Bryan J. Taylor,No Data,MayoClinic
Gretchen E. Taylor,Internist,MayoClinic
Richard C. Taylor,"Internist, Palliative Care Specialist, Oncologist",MayoClinic
Monica J. Taylor-Desir,Psychiatrist,MayoClinic
Henry D. Tazelaar,Pathologist,MayoClinic
Harry G. Teaford,"Allergist-Immunologist, Internist",MayoClinic
Peter J. Tebben,Pediatric Endocrinologist,MayoClinic
Ayalew Tefferi,"Internist, Hematologist",MayoClinic
Zelalem Temesgen,Infectious Disease Specialist,MayoClinic
Richard D. TenHulzen,No Data,MayoClinic
Sarvam P. TerKonda,Plastic Surgeon,MayoClinic
Andre Terzic,No Data,MayoClinic
Carmen M. Terzic,Physiatrist,MayoClinic
Amye J. Tevaarwerk,Oncologist,MayoClinic
Thomas (Tom) D. Thacher,Family Physician,MayoClinic
Paul (PJ) G. Thacker,Radiologist,MayoClinic
Jeremy J. Thaden,Cardiologist,MayoClinic
Gita Thanarajasingam,"Internist, Hematologist, Oncologist",MayoClinic
Uma Thanarajasingam,"Internist, Rheumatologist",MayoClinic
Elitza S. Theel,Microbiologist,MayoClinic
Regan N. Theiler,Obstetrician,MayoClinic
Alexander (Alex) G. Theofiles,"Internist, Hospitalist",MayoClinic
Stephen N. Thibodeau,Medical Geneticist,MayoClinic
David D. Thiel,Urologist,MayoClinic
Jacqueline (Jackie) M. Thielen,Internist,MayoClinic
Kent R. Thielen,No Data,MayoClinic
Cornelius A. Thiels,"Surgical Oncologist, Hepatobiliary and Pancreas Surgeon",MayoClinic
Bright P. Thilagar,Internist,MayoClinic
Matthew J. Thoendel,Infectious Disease Specialist,MayoClinic
Aaron C. Thomas,Sports Medicine Specialist,MayoClinic
Charles F. Thomas,"Critical Care Specialist, Pulmonologist",MayoClinic
John Thomas,No Data,MayoClinic
Kris G. Thomas,Internist,MayoClinic
Kristen B. Thomas,Radiologist,MayoClinic
Leslie F. Thomas,Nephrologist,MayoClinic
Mathew Thomas,"General Surgeon, Cardiothoracic Surgeon",MayoClinic
Matthew R. Thomas,Internist,MayoClinic
Randal J. Thomas,Internist,MayoClinic
Stephan D. Thome,"Hematologist, Oncologist",MayoClinic
Bithika M. Thompson,"Internist, Endocrinologist",MayoClinic
Bradley F. Thompson,Physiatrist,MayoClinic
Carrie A. Thompson,Hematologist,MayoClinic
Kristine M. Thompson,Emergency Medicine Physician,MayoClinic
R. Houston Thompson,Urologist,MayoClinic
Scott M. Thompson,Radiologist,MayoClinic
Thomas (Zach) Z. Thompson,Pathologist,MayoClinic
Warren G. Thompson,Internist,MayoClinic
Matthew (Matt) P. Thorpe,"Radiologist, Nuclear Medicine Specialist",MayoClinic
Bjoerg (Bjorg) Thorsteinsdottir,"Internist, Palliative Care Specialist",MayoClinic
Megan J. Thorvilson,Pediatrician,MayoClinic
Beth G. Thuge,Emergency Medicine Physician,MayoClinic
Christopher A. Thunberg,"Echocardiographer, Anesthesiologist",MayoClinic
Christin A. Tiegs-Heiden,Radiologist,MayoClinic
Savanna Tierney,Neuropsychologist,MayoClinic
Jon C. Tilburt,Internist,MayoClinic
R. Thomas Tilbury,"Interventional Cardiologist, Internist",MayoClinic
Jan-Mendelt Tillema,No Data,MayoClinic
Farris Timimi,Cardiologist,MayoClinic
Maja Tippmann-Peikert,"Neurologist, Pulmonologist",MayoClinic
William Oliver Tobin,Neurologist,MayoClinic
John M. Tokish,Sports Medicine Specialist,MayoClinic
Leila M. Tolaymat,Dermatologist,MayoClinic
Michel Toledano,Neurologist,MayoClinic
Matthew K. Tollefson,Urologist,MayoClinic
Megha M. Tollefson,"Dermatologist, Pediatrician",MayoClinic
Angie Hoang-Kim (Angie) N. Ton,No Data,MayoClinic
Andrea A. Tooley,Ophthalmologist,MayoClinic
Vanessa E. Torbenson,Gynecologist,MayoClinic
Michael E. Torchia,Orthopedic Surgeon,MayoClinic
Rochelle R. Torgerson,Dermatologist,MayoClinic
Klaus D. Torp,No Data,MayoClinic
Norman E. Torres,Anesthesiologist,MayoClinic
Vicente E. Torres,"Nephrologist, Internist",MayoClinic
Laurence C. Torsher,Anesthesiologist,MayoClinic
Silvia Tortorelli,Medical Geneticist,MayoClinic
Pritish K. Tosh,Infectious Disease Specialist,MayoClinic
Beau Toskich,Radiologist,MayoClinic
Gary N. Toups,"Aerospace Medicine Specialist, Family Physician, Undersea and Hyperbaric Medicine Specialist",MayoClinic
Cynthia O. Townsend,Psychologist,MayoClinic
Emanuel C. Trabuco,"Urogynecologist, Gynecologist",MayoClinic
Jennifer A. Tracy,Neurologist,MayoClinic
Cheryl L. Tran,"Pediatric Nephrologist, Pediatrician",MayoClinic
Long D. Tran,Optometrist,MayoClinic
Nguyen H. Tran,Oncologist,MayoClinic
Nho (Bill) V. Tran,"General Surgeon, Plastic Surgeon",MayoClinic
Victor F. Trastek,No Data,MayoClinic
Bryan J. Traughber,Radiation Oncologist,MayoClinic
Christopher L. Trautman,"Nephrologist, Hospitalist",MayoClinic
Kyle D. Traynor,Gynecologist,MayoClinic
Jorge F. Trejo Gutierrez,Cardiologist,MayoClinic
Max R. Trenerry,Psychologist,MayoClinic
Terrence L. Trentman,Anesthesiologist,MayoClinic
Daniel M. Trifiletti,Radiation Oncologist,MayoClinic
Mari Charisse (Charisse) Trinidad,Maternal-Fetal Medicine Specialist,MayoClinic
Robert T. Trousdale,Orthopedic Surgeon,MayoClinic
Wesley (Wes) D. Troyer,Sports Medicine Specialist,MayoClinic
Karen A. Truitt,"Neurologist, Neurophysiologist",MayoClinic
Mark J. Truty,"Hepatobiliary and Pancreas Surgeon, Surgical Oncologist",MayoClinic
Erik J. Tryggestad,Radiation Oncology Medical Physicist,MayoClinic
Mazie Tsang,Hematologist / Oncologist,MayoClinic
Andrew S. Tseng,Cardiologist,MayoClinic
Michelle A. Tulang,Internist,MayoClinic
Sidna M. Tulledge-Scheitel,Internist,MayoClinic
Han W. Tun,"Internist, Hematologist, Oncologist",MayoClinic
Ericka E. Tung,"Internist, Geriatrician",MayoClinic
David Turay,"Acute Care Surgeon, General Surgeon, Critical Care Specialist",MayoClinic
Ali Turkmani,Neurosurgeon,MayoClinic
Norman S. Turner,Orthopedic Surgeon,MayoClinic
Marysia S. Tweet,Cardiologist,MayoClinic
Barbara K. Tylka,Optometrist,MayoClinic
Mark D. Tyson,Urologist,MayoClinic
Joon H. Uhm,Neurologist,MayoClinic
Ryan J. Uitti,Neurologist,MayoClinic
Sarah B. Umar,Gastroenterologist,MayoClinic
Michael S. Underhill,Family Physician,MayoClinic
Andrej Urumov,No Data,MayoClinic
Rene L. Utianski,No Data,MayoClinic
James P. Utz,"Internist, Pulmonologist",MayoClinic
Brianna E. Vaa Stelling,Internist,MayoClinic
Tyler F. Vadeboncoeur,Emergency Medicine Physician,MayoClinic
Cristina Valencia Sanchez,Neurologist,MayoClinic
Jose R. Valery,Internist,MayoClinic
Brittane T. Valles,"Internist, Hospitalist",MayoClinic
Laura A. Vallow,Radiation Oncologist,MayoClinic
Arturo M. Valverde,Cardiac Electrophysiologist,MayoClinic
Kathryn (Katie) M. Van Abel,Otolaryngologist,MayoClinic
Camille (Camille M.) M. van Buskirk,Pathologist,MayoClinic
Charlotte S. Van Dorn,"Pediatric Cardiologist, Pediatric Critical Care Specialist",MayoClinic
James M. Van Ess,Oral and Maxillofacial Surgeon,MayoClinic
Jamie J. Van Gompel,Neurosurgeon,MayoClinic
Wendaline M. VanBuren,Radiologist,MayoClinic
Jason R. Vance,Internist,MayoClinic
Jennifer L. Vande Voort,Psychiatrist,MayoClinic
Juliana H. VanderPluym,Neurologist,MayoClinic
Greg Vanichkachorn,"Occupational Medicine Specialist, Aerospace Medicine Specialist, Family Physician",MayoClinic
Eric J. Vargas Valls,Gastroenterologist,MayoClinic
Carlos E. Vargas,Radiation Oncologist,MayoClinic
Hugo E. Vargas,"Transplant Hepatologist, Internist, Gastroenterologist",MayoClinic
Gurinder M. Vasdev,Anesthesiologist,MayoClinic
Vlad C. Vasile,Cardiologist,MayoClinic
George Vasmatzis,No Data,MayoClinic
Adriana R. Vasquez,Psychiatrist,MayoClinic
Robert Vassallo,"Internist, Pulmonologist",MayoClinic
Laszlo T. Vaszar,"Critical Care Specialist, Pulmonologist",MayoClinic
Marvin A. Vaughan,Internist,MayoClinic
Andrew I. Vaughn,"Occupational Medicine Specialist, Internist",MayoClinic
Maria I. Vazquez Roque,"Internist, Gastroenterologist",MayoClinic
Santhi Swaroop Vege,Gastroenterologist,MayoClinic
Suneela Vegunta,Internist,MayoClinic
Marcelo F. Vela,Gastroenterologist,MayoClinic
Marin Veldic,Psychiatrist,MayoClinic
Adrian Vella,"Internist, Endocrinologist",MayoClinic
Jennifer A. Vencill,Psychologist,MayoClinic
Marcia R. Venegas Pont,Internist,MayoClinic
Carla P. Venegas,"Critical Care Specialist, Internist, Neurologist",MayoClinic
Sudhakar K. Venkatesh,Radiologist,MayoClinic
Ricardo E. Verdiner,"Critical Care Specialist, Anesthesiologist, Echocardiographer",MayoClinic
Brandon P. Verdoorn,"Internist, Geriatrician",MayoClinic
Jared T. Verdoorn,Radiologist,MayoClinic
Paschalis Vergidis,Infectious Disease Specialist,MayoClinic
Nilesh Verma,Hematologist / Oncologist,MayoClinic
Tamara Z. Vern-Gross,"Palliative Care Specialist, Radiation Oncologist",MayoClinic
Prasanna Vibhute,Radiologist,MayoClinic
Kristin S. Vickers,Psychologist,MayoClinic
Nahid Y. Vidal,"Mohs Micrographic Surgeon and Dermatologic Oncologist, Dermatologist",MayoClinic
Boyd R. Viers,Urologist,MayoClinic
Robert W. Viggiano,"Internist, Pulmonologist",MayoClinic
Priyanka Vijapura,Internist,MayoClinic
Aparna Vijayasekaran,Plastic Surgeon,MayoClinic
Holenarasipur (Vik) R. Vikram,Infectious Disease Specialist,MayoClinic
Hector R. Villarraga,"Echocardiographer, Internist, Cardiologist",MayoClinic
Jose (J.C.) C. Villasboas Bisneto,"Internist, Hematologist, Oncologist",MayoClinic
Mauricio A. Villavicencio Theoduloz,"Cardiovascular Surgeon, Transplant Surgeon",MayoClinic
Ann Vincent,Internist,MayoClinic
Lisa M. Vincijanovic,No Data,MayoClinic
Christopher F. Viozzi,Oral and Maxillofacial Surgeon,MayoClinic
Abinash Virk,Infectious Disease Specialist,MayoClinic
Daniel W. Visscher,Pathologist,MayoClinic
Janet Vittone,"Internist, Geriatrician",MayoClinic
Elizabeth R. Vogel,"Anesthesiologist, Pediatric Anesthesiologist",MayoClinic
Matthew N. Vogt,No Data,MayoClinic
Gerald W. Volcheck,Allergist-Immunologist,MayoClinic
Elena Volfson,Psychiatrist,MayoClinic
Sujay A. Vora,Radiation Oncologist,MayoClinic
Terri J. Vrtiska,No Data,MayoClinic
Trang (Diem) N. Vu,"Acute Care Surgeon, Critical Care Surgeon, Trauma Surgeon",MayoClinic
Stanimir Vuk-Pavlovic,No Data,MayoClinic
Philip L. Wackel,Pediatric Cardiologist,MayoClinic
Mark R. Waddle,Radiation Oncologist,MayoClinic
Hani M. Wadei,Transplant Nephrologist,MayoClinic
Lilly H. Wagner,No Data,MayoClinic
Andrea E. Wahner Hendrickson,Oncologist,MayoClinic
Michael C. Wainberg,No Data,MayoClinic
John T. Wald,Radiologist,MayoClinic
James C. Waldorf,Plastic Surgeon,MayoClinic
Nathan H. Waldron,"Echocardiographer, Critical Care Specialist, Anesthesiologist",MayoClinic
Ashley L. Walker,No Data,MayoClinic
Laura E. Walker,Emergency Medicine Physician,MayoClinic
Lara A. Walkoff,Radiologist,MayoClinic
Darci J. Wall,Radiologist,MayoClinic
Alex Wallace,No Data,MayoClinic
Mark R. Wallace,Internist,MayoClinic
Thomas A. Waller,Family Physician,MayoClinic
Michael T. Walsh,Anesthesiologist,MayoClinic
Hok Seum (Hok) Wan Chan Tseung,Radiation Oncology Medical Physicist,MayoClinic
Benjamin Wang,"Internist, Rheumatologist",MayoClinic
Ming-Hsi Wang,"Internist, Gastroenterologist",MayoClinic
R. Doris Wang,Anesthesiologist,MayoClinic
Weiping Wang,No Data,MayoClinic
Xiao Jing (Iris) Wang,Gastroenterologist,MayoClinic
Yucai Wang,"Hematologist / Oncologist, Hematologist",MayoClinic
Laura Wangensteen,No Data,MayoClinic
Cameron R. Wangsgard,Emergency Medicine Physician,MayoClinic
Brendan T. Wanta,Anesthesiologist,MayoClinic
Linda A. Ward,Internist,MayoClinic
Louis E. Ward,Internist,MayoClinic
William J. Ward,Internist,MayoClinic
J. (Nick) Nicholas Warner,Urologist,MayoClinic
Lindsay L. Warner,"Anesthesiologist, Pediatric Anesthesiologist",MayoClinic
Mark A. Warner,Anesthesiologist,MayoClinic
Mary (Mary Ellen) E. Warner,Anesthesiologist,MayoClinic
Matthew A. Warner,"Critical Care Specialist, Anesthesiologist",MayoClinic
Nafisseh S. Warner,Anesthesiologist,MayoClinic
Paul A. Warner,No Data,MayoClinic
Susanne G. Warner,Hepatobiliary and Pancreas Surgeon,MayoClinic
Kenneth J. Warrington,"Internist, Rheumatologist",MayoClinic
Rahma Warsame,Internist,MayoClinic
Edward J. Washington,No Data,MayoClinic
Nabil Wasif,General Surgeon,MayoClinic
Martha (Marte) C. Wasserman,Radiologist,MayoClinic
Megan N. Wasson,Gynecologist,MayoClinic
James C. Watson,Neurologist,MayoClinic
Robert E. Watson,Radiologist,MayoClinic
Kymberly D. Watt,"Transplant Hepatologist, Internist, Gastroenterologist",MayoClinic
Jeffrey R. Weatherhead,No Data,MayoClinic
Chad H. Weaver,Dermatologist,MayoClinic
David C. Weber,Physiatrist,MayoClinic
Daniel B. Wei,Physiatrist,MayoClinic
Toby N. Weingarten,Anesthesiologist,MayoClinic
Kent P. Weinmeister,Anesthesiologist,MayoClinic
Richard Weinshilboum,"Internist, Pharmacologist",MayoClinic
Ricardo A. Weis,"Echocardiographer, Anesthesiologist",MayoClinic
Adam J. Weisbrod,Radiologist,MayoClinic
Karen E. Weiss,Pediatric Psychologist,MayoClinic
Peter A. Weisskopf,Otolaryngologist,MayoClinic
Brian T. Welch,No Data,MayoClinic
Tasha L. Welch,Anesthesiologist,MayoClinic
Kirk M. Welker,No Data,MayoClinic
Christopher (Chris) L. Welle,No Data,MayoClinic
Clinton V. Wellnitz,Radiologist,MayoClinic
Lloyd A. Wells,Psychiatrist,MayoClinic
Michael (Mike) L. Wells,Radiologist,MayoClinic
Nancy L. Wengenack,Microbiologist,MayoClinic
Doris E. Wenger,Radiologist,MayoClinic
Paul W. Wennberg,"Vascular Medicine Specialist, Internist, Cardiologist",MayoClinic
Robert A. Wermers,Endocrinologist,MayoClinic
Saravut (John) J. Weroha,"Internist, Oncologist",MayoClinic
Lewis J. Wesselius,"Internist, Pulmonologist",MayoClinic
Daniel E. Wessell,Radiologist,MayoClinic
Colin P. West,Internist,MayoClinic
Elizabeth Westby,Family Physician,MayoClinic
Sydney A. Westphal,"Internist, Endocrinologist",MayoClinic
Jennifer V. Wethe,Neuropsychologist,MayoClinic
David A. Wetter,Dermatologist,MayoClinic
David R. Wetzel,Anesthesiologist,MayoClinic
Francis X. Whalen,"Internist, Pulmonologist, Anesthesiologist",MayoClinic
Dana H. Whaley,Radiologist,MayoClinic
Mark A. Whealy,Neurologist,MayoClinic
Darin White,Radiologist,MayoClinic
Richard (Rick) D. White,Radiologist,MayoClinic
Richard O. White,"Internist, Pediatrician",MayoClinic
Roger D. White,Anesthesiologist,MayoClinic
Wendy M. White,"Obstetrician, Gynecologist",MayoClinic
M. Helen Whited,Internist,MayoClinic
Stephen P. Whiteside,Psychologist,MayoClinic
Kevin J. Whitford,"Internist, Hospitalist, Palliative Care Specialist",MayoClinic
Jennifer Whitwell,No Data,MayoClinic
Myra J. Wick,"Medical Geneticist, Gynecologist",MayoClinic
Meredith R. Wicklund,Neurologist,MayoClinic
Christopher S. Wie,Anesthesiologist,MayoClinic
Robert J. Wiechmann,Cardiovascular Surgeon,MayoClinic
Joshua P. Wiedermann,Otolaryngologist,MayoClinic
Carilyn N. Wieland,"Dermatologist, Dermatopathologist",MayoClinic
Mark L. Wieland,Internist,MayoClinic
Klaas J. Wierenga,No Data,MayoClinic
Russell Wiesner,"Internist, Gastroenterologist",MayoClinic
Elizabeth C. Wight,Internist,MayoClinic
Dennis Wigle,Thoracic Surgeon,MayoClinic
Eelco F. Wijdicks,No Data,MayoClinic
Susan Wilansky,"Internist, Cardiologist",MayoClinic
Robert T. Wilder,Anesthesiologist,MayoClinic
Robert P. Wilfahrt,Family Physician,MayoClinic
Annamaria Wilhelm,Radiologist,MayoClinic
Mark P. Wilhelm,"Internist, Infectious Disease Specialist",MayoClinic
Benjamin K. Wilke,Orthopedic Surgeon,MayoClinic
James A. Wilkens,Internist,MayoClinic
John M. Wilkinson,Family Physician,MayoClinic
Amy W. Williams,"Nephrologist, Internist",MayoClinic
Constance (Connie) I. Williams,No Data,MayoClinic
Hugh J. Williams,No Data,MayoClinic
James W. Williams,No Data,MayoClinic
Lawrence (Lance) A. Williams,Pathologist,MayoClinic
Lesley L. Williams,Family Physician,MayoClinic
Lindsy N. Williams,Neurologist,MayoClinic
Mark D. Williams,Psychiatrist,MayoClinic
Eric E. Williamson,Radiologist,MayoClinic
Ellen D. Willis,No Data,MayoClinic
Floyd B. Willis,Family Physician,MayoClinic
Cheryl L. Willman,No Data,MayoClinic
Maria Alice V. Willrich,Chemist,MayoClinic
Jack L. Wilson,Anesthesiologist,MayoClinic
Jessica M. Wilson,Radiation Oncologist,MayoClinic
Jessica R. Wilson,Endocrinologist,MayoClinic
John W. Wilson,Infectious Disease Specialist,MayoClinic
Walter R. Wilson,"Internist, Pathologist, Infectious Disease Specialist",MayoClinic
Timothy D. Wiltshire,No Data,MayoClinic
Anthony J. Windebank,Neurologist,MayoClinic
Elizabeth B. Windgassen,Internist,MayoClinic
Mark H. Winemiller,Physiatrist,MayoClinic
Dean M. Wingerchuk,Neurologist,MayoClinic
Majken T. Wingo,Internist,MayoClinic
Mary (M. Michelle) M. Winscott,Family Physician,MayoClinic
Jeffrey L. Winters,Pathologist,MayoClinic
Richard C. Winters,Emergency Medicine Physician,MayoClinic
Elaine C. Wirrell,"Neurologist, Pediatrician",MayoClinic
Gregory A. Wiseman,"Internist, Hematologist, Nuclear Medicine Specialist",MayoClinic
Stephen J. Wisniewski,"Physiatrist, Sports Medicine Specialist",MayoClinic
Jeffrey (Jeff) L. Wiswell,Emergency Medicine Physician,MayoClinic
Robert J. Witte,"Radiologist, Nuclear Medicine Specialist",MayoClinic
Christopher M. Wittich,Internist,MayoClinic
Erica D. Wittwer,"Echocardiographer, Anesthesiologist",MayoClinic
Thomas E. Witzig,"Internist, Hematologist, Oncologist",MayoClinic
Daniel N. Wochos,"Nephrologist, Internist",MayoClinic
Alexandra P. Wolanskyj-Spinner,Hematologist,MayoClinic
Amberly K. Wolber,Urologist,MayoClinic
Lester E. Wold,No Data,MayoClinic
Michael E. Wolf,"Occupational Medicine Specialist, Aerospace Medicine Specialist, Clinical Informaticist",MayoClinic
Martin E. Wolfe,Internist,MayoClinic
Herbert C. Wolfsen,Gastroenterologist,MayoClinic
Christopher E. Wolter,"Urogynecologist, Urologist",MayoClinic
Louis M. Wong Kee Song,Gastroenterologist,MayoClinic
William W. Wong,"Internist, Radiation Oncologist",MayoClinic
Lily C. Wong-Kisiel,Neurologist,MayoClinic
Alex M. Wonnaparhown,"Allergist-Immunologist, Internist",MayoClinic
Christopher P. Wood,Radiologist,MayoClinic
Douglas L. Wood,"Internist, Cardiologist",MayoClinic
Luke E. Wood,Emergency Medicine Physician,MayoClinic
Jason M. Woodbury,Anesthesiologist,MayoClinic
Bryan K. Woodruff,Neurologist,MayoClinic
David A. Woodrum,Radiologist,MayoClinic
Timothy A. Woodward,"Internist, Gastroenterologist",MayoClinic
Dixie J. Woolston,No Data,MayoClinic
